pair_string,count
"B000LKU59A,B001EQ4NNO",2
"B000DZKKKC,B005HG9ET0",2
"B000FFPXF2,B000WFEN74",2
"B003YBLF2E,B004Z33GI6",2
"B001BCVY9W,B004IY1MGU",2
"B004DOXI9O,B006BXV1H6",2
"B001BDDTB2,B00213IAUQ",2
"B003V7XNRQ,B0076L3UCQ",2
"B004R8J8EK,B007RTR8AM",2
"B000ED7M1S,B004TPKAN4",2
"B000Z3IPZY,B002AY5BHG",2
"B001E5E1WS,B006Q7YFLQ",2
"B00099XOQE,B004YV80OE",2
"B004YV80OE,B008JKU2CO",2
"B001AHJ2FQ,B001D09KAM",2
"B001H0FHXW,B0051COPH6",2
"B001VJ0B0I,B004989EGK",2
"B003CK7MME,B0045XE32E",2
"B000JIN1H2,B004QBI6GE",2
"B000F5429A,B0037UW0WQ",2
"B0036QHQ5C,B005GX5DAS",2
"B001O4EKJI,B0042DIZIU",2
"B000CNB4LE,B007PEY36Q",2
"B004SRH2B6,B004YPJKBC",2
"B0037UW0WQ,B004O6YYRG",2
"B00440065Q,B004SRFYMK",2
"B001O4EKJI,B005GDSS3W",2
"B000CNB4LE,B003H78VLS",2
"B000CNB4LE,B00886H7WW",2
"B004SRFYMK,B00604MUU8",2
"B002NSG0R4,B0037UW0WQ",2
"B0037UW0WQ,B003P02EGU",2
"B000KFU6RW,B001BLXRPC",2
"B000EQYW0E,B000F0JORU",2
"B000LKYVJU,B001BM4RC8",2
"B000EQX57K,B001EQ5HRA",2
"B0017U08M2,B003A199AI",2
"B007PA32KI,B007PA32OE",2
"B001QXYZ4M,B0041NYV8E",2
"B000ER3E9S,B003Y3GWIO",2
"B000G6MBUA,B004VJ9UCA",2
"B001FSJCPK,B003EIDQVU",2
"B0016CN094,B001FSJCPK",2
"B001E50USM,B001EQ5F9K",2
"B004779XNW,B007OXJLM4",2
"B000ED7MR2,B000EDG5CA",2
"B0000VMARK,B0000VMASE",2
"B00112EUPM,B0034EDMLI",2
"B001XWRMAU,B003FDC2I2",2
"B000LKXCB8,B0058AMY74",2
"B0034EDMCW,B006N3IE6A",2
"B000G6Q4FI,B003UOX5LE",2
"B0036SNKZ0,B003DKY5QE",2
"B001D09KAM,B002BCFHTY",2
"B00550MI00,B005HG9ET0",2
"B000FK7PQW,B001D0676C",2
"B000Q5X876,B005K4Q4LK",2
"B004IREFUM,B004TJF3BE",2
"B001KJ7FOY,B006OC2BGY",2
"B001EO6654,B0090X8IPM",2
"B004777F3M,B004FEN3GK",2
"B00032ANFC,B004ZIER34",2
"B0009XUAX0,B0045XE32E",2
"B000HJ7AIY,B000JOE224",2
"B0029NIMYW,B0029NIW60",2
"B0045XE32E,B005UO5ZC4",2
"B005UO5ZC4,B006ZU5UEA",2
"B001BDDT8K,B002CJOD3W",2
"B000I5IS2E,B004JGQ15Y",2
"B002GJ9JWS,B003H26J5I",2
"B001BDDHF0,B003NUYBV8",2
"B000FKQD42,B005VOOM4A",2
"B0012HEVQE,B005CUU23S",2
"B000CMD64S,B000CMF196",2
"B001EO6654,B003VXHGE6",2
"B003CL6Q84,B005HG9ET0",2
"B002IEZJMA,B009RB4GO4",2
"B000NMI4QM,B003CL51SU",2
"B00141WDXG,B0018CIP10",2
"B0009XSXZM,B0009YJ4CW",2
"B001E4Q5GO,B001M050CU",2
"B000PMJLJO,B004JRMG98",2
"B001BCVY9W,B002O057SO",2
"B000EVPAXC,B001BCXTGS",2
"B000HDCNMS,B001BCXTGS",2
"B001D0DMMY,B004JGQ15E",2
"B001H0FHXW,B008RWUKXK",2
"B000CQC0BE,B001OCKIBY",2
"B000EHIVIW,B001E5E3IA",2
"B0036FOV2O,B0037UW0WQ",2
"B001XSMANI,B0054TWQ2C",2
"B000JSLYSU,B0036QHQ5C",2
"B001M0A5XY,B004SRFYMK",2
"B003TNANSO,B004SRH2B6",2
"B003CIBPN8,B003H4AMTU",2
"B000FPKX4I,B001O4EKJI",2
"B000CNB4LE,B0048IME9U",2
"B003GAJQ92,B004SRFYMK",2
"B0027EJM10,B003CIBPN8",2
"B003CIBPN8,B0059U6GUY",2
"B003CIBPN8,B003SBU4B8",2
"B0037UW0WQ,B003KLT0H0",2
"B001BDDTB2,B004R8J8EK",2
"B001AS1A4Q,B002YU4HKS",2
"B002GJ9JWS,B0039ZOZ86",2
"B004FEJ968,B004YGQPAK",2
"B001BCVY9W,B004DOXI9O",2
"B0007SN7B4,B0007SN7D2",2
"B001LNTY70,B00269VK20",2
"B0015R9BQG,B003TC7WN4",2
"B000DZFMEQ,B000G6O2QG",2
"B005VOOL00,B007TGDXMK",2
"B000GG1O6M,B0061IUIDY",2
"B000EEWZG4,B000EQX6QK",2
"B001710K6K,B0017164VK",2
"B000LKVDUU,B008EG5ADY",2
"B00008DFK5,B000FPH1LQ",2
"B000K8UL4C,B002AQL00G",2
"B000CQID1A,B000UYIPZS",2
"B000EVIDWW,B000HTJH58",2
"B005D8VOFO,B005V9UG18",2
"B000G6RYNE,B000LKXCB8",2
"B000FFQ1WQ,B000FFRY2C",2
"B000FBM3YK,B0019FEOJI",2
"B000GAT6MM,B0034EDLS2",2
"B0034EDLS2,B003TC7WN4",2
"B0034EDMCW,B003VXHGPK",2
"B002QTXS5C,B0061IUIDY",2
"B007TJGY5K,B007TJGZ54",2
"B003JA5KKS,B006N3I0N2",2
"B000CQID1A,B007RTR9DS",2
"B000EM9E2Y,B002O0NGR8",2
"B002PI82P0,B003TEEKW8",2
"B000O7V3QO,B002IEVJRY",2
"B000PMJLJO,B001LGGH54",2
"B002AR158W,B0058AMYTC",2
"B003VXHGPK,B00474QXQA",2
"B001TM2A24,B001TM70XS",2
"B0000VM9OE,B0000VMA0C",2
"B000EUF9DO,B001E8DHPW",2
"B000CONMBS,B000LKVD5U",2
"B000Q611U6,B007TGO1U8",2
"B000H7GS5W,B005HG9ERW",2
"B000EDG5CA,B001E5E20O",2
"B001E5DYTE,B001EQ5JLY",2
"B004P4POZ8,B008ZRKZSM",2
"B001OCBT3U,B005QRPGQU",2
"B0030VBRIU,B005C1GRNQ",2
"B001AS1A4Q,B008JKTH2A",2
"B001D0GV7M,B006ZZC0FW",2
"B000FFIIZY,B000FFQ23Y",2
"B001IZM95U,B003V7XNRQ",2
"B000MXENE4,B001AWBROK",2
"B000MXENDK,B000MXJR4K",2
"B002TSA91G,B006BXUYN8",2
"B001E5DXZE,B003D4F1QS",2
"B000ILILM0,B003D4F1QS",2
"B001RVFERK,B008ZRKZSM",2
"B003CL3PTM,B005K4Q1W2",2
"B003VTNB5S,B005K4Q1YA",2
"B000FAKUPA,B000G82L62",2
"B004YV80OE,B008JKTTUA",2
"B000CQE3HS,B001E5E2RC",2
"B000CQE3HS,B001BCVY4W",2
"B000OH35Z6,B001BCXTGS",2
"B001AHL6CI,B001D0DMME",2
"B000PDN3E2,B001AHL6CI",2
"B000PDN3E2,B001BDDT8K",2
"B000CONMBS,B000FBQ594",2
"B000ENUC3S,B00438XVGU",2
"B000CQE3NM,B002C50YB6",2
"B000O82AGU,B0036QHQ5C",2
"B0036QHQ5C,B007PEY36Q",2
"B0036QHQ5C,B004PEGBG4",2
"B0036QHQ5C,B007QMN282",2
"B0036QHQ5C,B003UUDUOA",2
"B000O82AGU,B0037UW0WQ",2
"B000CNB4LE,B006ZGE2JS",2
"B0048KFVMU,B004SRFYMK",2
"B000ALGNHI,B001O4EKJI",2
"B001O4EKJI,B005GWSJM8",2
"B001O4EKJI,B002JEYXSK",2
"B000CNB4LE,B000JSLYSU",2
"B000CNB4LE,B000EEZ3LS",2
"B000JSLYSU,B003CIBPN8",2
"B000LKX1OG,B001BM3C0Q",2
"B001BM3C4M,B003CGOWVC",2
"B004DN9LCS,B005ZBZM52",2
"B001E5E20O,B0076YVPWU",2
"B0041CIP3M,B0076YVPFC",2
"B0002I0GUY,B000ILEIUE",2
"B003BJZMSM,B003VXL0V6",2
"B004IRGDFW,B00817GPWQ",2
"B002AQ0OL2,B0047726E0",2
"B000ST9GCQ,B0051COPH6",2
"B005ZBZM52,B008RWUHA6",2
"B000FNH1C2,B000GWLUGU",2
"B000AY9SR2,B000BF3AJ2",2
"B00008DFK5,B000F47E00",2
"B000V1JVCG,B001EQ5DG0",2
"B000YSQ9GC,B0030VBSBG",2
"B0009F3SBY,B000KFY0P6",2
"B0009F3SC8,B000CMIYYA",2
"B0040PWW84,B0040PX5HQ",2
"B00311T538,B005VOOM5E",2
"B000E1VF86,B001E5E2ZO",2
"B006N3I0N2,B006N3I29E",2
"B001AW9PTO,B001SIY414",2
"B001AW9PTO,B002OFU7MK",2
"B001GVIRMK,B003VXFK44",2
"B000GW46DE,B002TSA91G",2
"B000FI61OQ,B004YV80OE",2
"B001TM3XJ8,B001TM70XS",2
"B000H1217M,B000VK33C6",2
"B00311T538,B004YV80O4",2
"B001KJ7FOY,B002IEZJMA",2
"B000KSTY86,B004IJFZ54",2
"B000WFORH0,B007I7YZJK",2
"B001VJ0B0I,B0089SPENI",2
"B00015UC48,B00015UC5M",2
"B004NSKWMQ,B007XSZWAK",2
"B00176EPW0,B001BDDTB2",2
"B001EO5UTM,B005VOONI0",2
"B000KV7ZGQ,B000WFS9G0",2
"B000NIFO96,B001E5E20E",2
"B000ER1DDW,B000G7VZ7Y",2
"B000MXENDK,B00355CLLS",2
"B000NMJWZO,B005HG9ET0",2
"B000BZZKVS,B000BZZKVS",2
"B001VJ0B0I,B003N3YWS2",2
"B003CL51SU,B003YLHQ8Q",2
"B0029NVJNI,B005K4Q34S",2
"B005GIF5WY,B005K4Q1YA",2
"B003CL51SU,B006MONQMC",2
"B001D0KG4Q,B002TSA91Q",2
"B001269EQ2,B00126EQ88",2
"B000EM6PC6,B001BCVY9W",2
"B001BDDTB2,B00330KJF0",2
"B00099XOQE,B002IEZJMA",2
"B000LKZ3GA,B001E5E2RC",2
"B001D09KAM,B0041CIP3M",2
"B004U49QU2,B005ZBZM52",2
"B000CQIDHE,B0041CIR62",2
"B003GS5FH6,B003GS5FJE",2
"B001E55YXS,B004S07G3W",2
"B0036QHQ5C,B0046HHU0Q",2
"B004IJMVQK,B004SRH2B6",2
"B0048IME9U,B004SRH2B6",2
"B004727CL2,B004SRFYMK",2
"B001O4EKJI,B00433JTPC",2
"B004SRFYMK,B0086HPHSY",2
"B001UDLZ9G,B0046GZM8O",2
"B003CIBPN8,B004E4FUHG",2
"B001SEL4HK,B003CIBPN8",2
"B000MVQNHG,B0037UW0WQ",2
"B003CIBPN8,B006VCJZ9S",2
"B001XSMANI,B003CIBPN8",2
"B00004RYGX,B001EQ55RW",2
"B000UUWECC,B004MO6NI8",2
"B000CQIDJM,B0090X8IPM",2
"B000TK6LBS,B005ZBZM52",2
"B0015MY6PC,B0076YVPFC",2
"B000LKXJEI,B003VXHGPK",2
"B000HVVMQI,B000LKXBL4",2
"B000G7V3BM,B0013NUGDE",2
"B000G7VYRA,B006MONQMC",2
"B000G6MBWI,B000LKWXZ4",2
"B004776JL6,B007PA30ZU",2
"B004PX9JPU,B004PX9JQ4",2
"B002OK2FCA,B003FDG4K4",2
"B0038NA3X0,B003FDC2I2",2
"B000G7TBMK,B007GYQ6LA",2
"B004M8BV0E,B004M8H0R2",2
"B0034EDMLI,B003VXL0V6",2
"B000VK6NDC,B003R0LKT0",2
"B000FFQ23Y,B000HDONP8",2
"B004RYY2B8,B005HUVI40",2
"B0045Z6K50,B006VRTQW4",2
"B0029NN184,B0029NQSHU",2
"B001E5E0Y2,B003VXHGPK",2
"B000VK8HJ0,B001CTYT6E",2
"B006Q7YG24,B0076YVPWU",2
"B004E4CCSQ,B005EF0HTK",2
"B005GWT3Q4,B00622CYW2",2
"B000FBQ594,B0025UOMVG",2
"B0013NUGDE,B001Q9EFVY",2
"B002LV6M0S,B003VZ7W52",2
"B0037QGKSK,B007RTR898",2
"B002LANN56,B004EDZ87Y",2
"B0026KPDG8,B004YGQPAK",2
"B003P02EGU,B006HYLW32",2
"B000F0FZEG,B001CWSK98",2
"B001P3NU30,B0061PPLYI",2
"B001CUUPD4,B001GVIUYA",2
"B000HBY6KC,B001D0KG1O",2
"B000ILILM0,B002LANN56",2
"B001QZZ1J8,B003D4MW38",2
"B001E5E3JY,B005HG9ERW",2
"B005GIF5VU,B007RTR8T8",2
"B003CL3PTM,B009B87RWG",2
"B003N3YWS2,B003OB0JHG",2
"B000WFLXWW,B00141SO7A",2
"B000EM6PC6,B0045XE32E",2
"B0041NYV8E,B006W5WH5S",2
"B000CQE3HS,B003NUYBV8",2
"B000PMHLZK,B001BCVY4W",2
"B000EQYS7Q,B000EQYWSQ",2
"B0007A0AQW,B004LWEV6W",2
"B0018KR8V0,B003CK0XC0",2
"B000CNB4LE,B005TY2REE",2
"B0036QHQ5C,B003TNANSO",2
"B001EO5X5S,B004SRH2B6",2
"B004SRH2B6,B008COIXOG",2
"B000EF3E2W,B003CIBPN8",2
"B001O4EKJI,B004IEKUOK",2
"B000CNB4LE,B001HTE1AI",2
"B000CNB4LE,B002EY5TTW",2
"B000CNB4LE,B00604MUU8",2
"B000LKTTTW,B004SRFYMK",2
"B001OOYNDG,B004SRFYMK",2
"B001SAUQ28,B003CIBPN8",2
"B000II0G9Y,B003CIBPN8",2
"B001CZ6DQW,B0037UW0WQ",2
"B000UBD88A,B0027UDYMM",2
"B004EAGP74,B004SRH2B6",2
"B000DZFMEQ,B000HDKZKU",2
"B000TK6LBS,B007TGDXMK",2
"B000WL58J0,B001EQ4QJK",2
"B00395DVQS,B0047726E0",2
"B004728MI4,B004ASBLJ2",2
"B001SAXPEO,B004VJ9UCA",2
"B003SE8CN2,B005HUVY8K",2
"B002CJCEQA,B002CJG2H2",2
"B0061UQBSS,B008QLRJH2",2
"B001BCVY4W,B002ZJSSEE",2
"B00248EE4O,B0045XB4AI",2
"B0001NBGHM,B00023AZPK",2
"B000CNB4LE,B005D8VOFO",2
"B000FBM46W,B0019FEOJI",2
"B000DZFMG4,B002N7OCGQ",2
"B005VOOLXM,B005Y10ZMS",2
"B001EQ55RW,B002ZJSWO0",2
"B000FDDESC,B004ZWRA6G",2
"B002OFU7MK,B004SRFYMK",2
"B001E50THY,B002TN49F8",2
"B003KLT0H0,B007PE7ANY",2
"B000FL08B0,B001EO5Q64",2
"B003VXHGDM,B004I0C6NM",2
"B000KFXEWQ,B008JKTH2A",2
"B000PMHLZK,B001LGGH54",2
"B000FBQ594,B000O5DI3W",2
"B001Q9EFW8,B007M83302",2
"B001EQ5DME,B008BLFFAK",2
"B001BDDTB2,B005BPVB84",2
"B000EDDS3O,B0027Z8VES",2
"B000FPGZFY,B000MXHQS4",2
"B000CONMBS,B000LKXBL4",2
"B002RSVOLM,B007RTR8A2",2
"B000F9Z2C2,B000UYIPZS",2
"B0002268MA,B0018DODPG",2
"B0030VJ97Q,B00420CR8M",2
"B000PAWEYA,B000PB2980",2
"B001D0DMME,B003QNJYXM",2
"B000LQNK50,B004XAPJ22",2
"B004IRCHKW,B007PA34DS",2
"B000V1AWBU,B005CUU23S",2
"B001PICX42,B002FX2HX8",2
"B003CL6Q84,B004LI5XF4",2
"B003CL51SU,B006J4MAIQ",2
"B0029NVJ4M,B005K4Q37A",2
"B003CL3PTM,B0049VP0MY",2
"B000WEKORS,B003CL3PTM",2
"B002IEVJRY,B005K4Q1W2",2
"B000NMI4QM,B003N3YWS2",2
"B00126ANCG,B00126EQ8I",2
"B000FBOAP0,B004E4EBMG",2
"B000CQE3HS,B004OQ257M",2
"B000CQID1K,B00444ZASK",2
"B002IEVJRY,B003ZI5U2W",2
"B003CIBPN8,B005TY2REE",2
"B003CIBPN8,B0054TWQ2C",2
"B0015VW06U,B0036QHQ5C",2
"B000BTAREY,B0036QHQ5C",2
"B00068JXPO,B004SRH2B6",2
"B0037UW0WQ,B004ADXW8A",2
"B0000IJYL8,B0037UW0WQ",2
"B001O4EKJI,B004PEN59U",2
"B000CNB4LE,B000LKV7LU",2
"B000CNB4LE,B001XSMANI",2
"B004HZFASG,B004SRFYMK",2
"B003CIBPN8,B0065D3L0C",2
"B0009ETA6W,B003CIBPN8",2
"B000CSKKG4,B0037UW0WQ",2
"B000EQT4MA,B000LKX1OG",2
"B000EQYQBO,B000LKZ3OM",2
"B001NXHY8Y,B001O2IX3Y",2
"B000EIZ8FA,B000Q611U6",2
"B001EO5JUC,B001EQ55A4",2
"B0076YVPLG,B007POT6RM",2
"B0094Z2IU2,B0094Z2J24",2
"B000J4IDOC,B002ZX1U9A",2
"B001VJ0B0I,B005GIF5VU",2
"B0018KR8V0,B002133Z56",2
"B001RVFDOO,B003VXL0V6",2
"B001M2BM4I,B008K9TQPS",2
"B0014X5O1C,B004E4CCSQ",2
"B001BM62T4,B005BPVE3G",2
"B005V9UG18,B0083QJU72",2
"B001ELL3FA,B005V9UG18",2
"B003FDC2I2,B004KUV136",2
"B000FBM3PO,B0019FEOS4",2
"B000CMIYYA,B000KFY0P6",2
"B0014WYY1E,B0061IULW2",2
"B001M072X0,B005GIF5VU",2
"B000DZKKK2,B000EVG8FQ",2
"B000EVG8HY,B001QZZ1J8",2
"B000FFIIZY,B000KEPBCS",2
"B000LKZ3GA,B001NC8HS6",2
"B000VK6TKO,B001CU0N9K",2
"B001E50THY,B003GTR8IO",2
"B006Q7YG56,B0076YVPWU",2
"B001LN4IZS,B0058AMYTC",2
"B005BRHVD6,B008RWUHA6",2
"B0007A0AQM,B0018CJY7O",2
"B000IHJEDE,B001P22K5U",2
"B004T80BYE,B007JFMH96",2
"B001CHJ01A,B007I7Z3Z0",2
"B005K4Q1YA,B006G67A1Y",2
"B0016511UG,B001E50USM",2
"B002YHLNY4,B004XWDPDU",2
"B002DLXXHG,B00395570G",2
"B000FFLTAK,B004P4POZ8",2
"B00008CQVA,B007I7Z3Z0",2
"B001EO6654,B0041NYV8E",2
"B001E4S8GO,B005K4Q34S",2
"B0014WYXQK,B005HG9ET0",2
"B004729CVA,B005UO5ZC4",2
"B003YBLF2E,B005UO5ZC4",2
"B000KV61FC,B001D9ZV5G",2
"B000PAWEYA,B000PAWEZ4",2
"B0041CIP3M,B005SPH780",2
"B004DIR3TQ,B005CUU25G",2
"B001BDDT8K,B002AU3K1E",2
"B001E8DHPW,B001EO67IK",2
"B0036QD9VC,B003ZXAN4C",2
"B000CMH0PY,B003CL6Q84",2
"B0029NTQ1K,B003CL51SU",2
"B00063425K,B005K4Q34S",2
"B000PZQUZO,B004JRSAJS",2
"B001LGGH54,B008GRONV6",2
"B001BDDTB2,B003ZI5U2W",2
"B000EQYS7Q,B000YSRK7E",2
"B000GW46DE,B001BCVY4W",2
"B000RI1W8E,B001BDDT8K",2
"B000EQX6HO,B00248EE4O",2
"B000EVMNP0,B000FFIL92",2
"B000CQE3IC,B000GW6786",2
"B000EQYWSQ,B0015MY6PC",2
"B000LKZ3I8,B001VJ0B0I",2
"B003CK0WLM,B0045XE32E",2
"B000CQID2Y,B004GW6O9E",2
"B003QU2LYY,B005K4Q68Q",2
"B0076MLL12,B0087ACS5A",2
"B0007LXU9A,B001E6IUG0",2
"B000PAQ75C,B0036QHQ5C",2
"B001BM4TR6,B0036QHQ5C",2
"B001SAY7BO,B0036QHQ5C",2
"B001O4EKJI,B005GX5DAS",2
"B000NU8H0C,B003CIBPN8",2
"B000EMQFF8,B004SRH2B6",2
"B00004RYGX,B004SRH2B6",2
"B004SRH2B6,B005UBH8WC",2
"B004SRH2B6,B006PWRY9C",2
"B004SRH2B6,B0077DROG6",2
"B001REEG6C,B004SRFYMK",2
"B0009ETA76,B001O4EKJI",2
"B001O4EKJI,B008JKTTUA",2
"B000CNB4LE,B0028GY9J2",2
"B000CNB4LE,B0073H4Q2G",2
"B00453M7RM,B004SRFYMK",2
"B001M072X0,B004SRFYMK",2
"B003CIBPN8,B005GIF5WY",2
"B001GLKCSM,B0037UW0WQ",2
"B000ELWDQY,B001BM4NAE",2
"B000EQVAFY,B000EQX5SE",2
"B000EQVAFY,B000LKYVJU",2
"B000GAT6NG,B004SRFYMK",2
"B002GJ9JWS,B003AZ2ECY",2
"B000CQG8M6,B003GTR8IO",2
"B001EO5KRE,B0031UBVX6",2
"B003SBU3OG,B003Y390HO",2
"B005GTV3FQ,B005ZHJI9C",2
"B000VXYV6K,B002TMV3CG",2
"B000G6MBUA,B003V8WNIK",2
"B0058AMY10,B0089Q2AAA",2
"B0014GM4V2,B001LQWO8I",2
"B000G7TBKM,B006MONQMC",2
"B000CQBZO2,B002QGZ7AE",2
"B000EMK54U,B002IEZJMA",2
"B000GG0BN4,B0061IUIDY",2
"B000G7VYTS,B000JZFWPO",2
"B005GIF5UQ,B007RTR8A2",2
"B0009YD7P2,B004LO5ECA",2
"B000SV5DKS,B001BCVY9W",2
"B00271OPVU,B0034EDMLI",2
"B0039555VM,B0039556K2",2
"B000HDK0DC,B004LL97EO",2
"B000ILILLQ,B001CCTU24",2
"B001AWBL82,B001SITYJ6",2
"B001EO619U,B003VXHGDM",2
"B000FPJ6QY,B0041L3MAE",2
"B005HG9ET0,B0062A87HA",2
"B002WD93EW,B002WDCEY8",2
"B004XWDPDA,B007HP6TVU",2
"B004IRGD3O,B005K4Q4KG",2
"B000ETXO8M,B003G0APGK",2
"B000EDM772,B003G0APGK",2
"B0030GQHXA,B005A1LJ04",2
"B0018KLPFK,B001ONPMN2",2
"B004Z33GI6,B005UO5ZC4",2
"B001BDDT8K,B005OCXRRW",2
"B000E65OK6,B000GFYRIA",2
"B00286KM8E,B0041NYV8E",2
"B000Q611U6,B0014WYXTC",2
"B001EQ57KW,B004SRFYMK",2
"B003CL3PTM,B005K4Q1RW",2
"B003N3YWS2,B004YSZA5E",2
"B004FEN3GK,B005K4Q4LK",2
"B003CLAJ6E,B009RB4GO4",2
"B000084EI0,B001BCVY4W",2
"B001BDDTB2,B0028PDGZQ",2
"B003TNANSO,B004YV80OE",2
"B000YSRK7E,B001D0DMMY",2
"B000GG0BLQ,B001BDDT8K",2
"B000CQC04Q,B00503DOWS",2
"B000I3XOPM,B0028G9OD8",2
"B000F5429A,B004SRH2B6",2
"B0036QHQ5C,B0067EW8PS",2
"B002R81L92,B004SRH2B6",2
"B0029NVJNI,B004SRH2B6",2
"B003LPZSI0,B003QNJYXM",2
"B001E77LT6,B001O4EKJI",2
"B000CNB4LE,B000GFZIN8",2
"B004725VJC,B004SRFYMK",2
"B0037UW0WQ,B004E4FUGW",2
"B001O4EKJI,B004YT5ZTY",2
"B000CNB4LE,B007SD4A1W",2
"B000CNB4LE,B003QNLUTI",2
"B000WB1YSE,B0037UW0WQ",2
"B004G9421O,B004SRFYMK",2
"B0009ETA6W,B004ZWRA6G",2
"B000EQYW0E,B001KUWEOO",2
"B001ONPN40,B0032B0BD0",2
"B001BM01BE,B001EQ5HRA",2
"B001BM3C4M,B001EQ5HRA",2
"B007PA32OE,B008YA1LQK",2
"B0030VBSBG,B007GI1832",2
"B001VNP1T0,B005HG9ESG",2
"B004KLSOZ8,B005DI8HXG",2
"B000HVVMQI,B0058AMY10",2
"B006WYSFZK,B0089Q2A8M",2
"B0033HPPIY,B0083T6HC0",2
"B000HDK0D2,B0029O10P4",2
"B005GIF5WY,B006J4MAIQ",2
"B003CIBPN8,B008ATDIDE",2
"B005VOONKI,B007TGDXMK",2
"B0017JFZ3U,B00292BM7C",2
"B000G7VYRA,B000G7VYRA",2
"B0014X5O1C,B001RVFERK",2
"B000LKVDUU,B007I7Z3Z0",2
"B003JA5KBW,B0054TWQMM",2
"B001AHJ2D8,B0045XB4AI",2
